player_id,goals_total,assists_total,yellow_cards,red_cards,player_name,date_of_birth,sub_position,transfer_fee_eur,season_year,competition_and_season,sb_matches_played,sb_goals,sb_assists,sb_shots,sb_xg,sb_passes,sb_pass_completed,sb_tackles,sb_interceptions,sb_dribbles_completed,sb_minutes_played,bmi,days_injured_prev_season,cumulative_days_injured,injury_days_per_game,injury_trend,severe_injury_this_season,age,position,market_value_eur,market_value_yoy_change,market_value_yoy_pct_change,minutes_played_season,goal_involvement_per_90,defensive_actions_per_90,sb_pass_accuracy,season_days_injured,injury_risk_score,availability_index,fan_sentiment,media_sentiment,overall_sentiment,sentiment_yoy_change
10,8,8,3,0,Miroslav Klose,09-06-1978,Centre-Forward,0,2015,Serie A_2015/2016,24,7,6,30,5.801332839,317,205,13,7,12,95,23.58983547,0,0,0.0,0,0,37,Attack,1000000,0,0.0,1714,0.840140023,1.050175029,0.646687697,0,0.0,1.0,0.142080874,0.267432178,0.204756526,0.0
26,0,0,2,1,Roman Weidenfeller,06-08-1980,Goalkeeper,0,2012,Champions League_2012/2013,1,0,0,0,0.0,37,20,0,0,0,88,23.58983547,0,0,0.0,0,0,32,Goalkeeper,5000000,0,0.0,4401,0.0,0.0,0.540540541,0,0.0,1.0,-0.026905324,0.210514144,0.09180441,0.0
26,0,0,1,0,Roman Weidenfeller,06-08-1980,Goalkeeper,0,2015,1. Bundesliga_2015/2016,1,0,0,0,0.0,29,18,0,0,0,91,23.58983547,0,0,0.0,0,0,35,Goalkeeper,1000000,-4000000,-0.8,1260,0.0,0.0,0.620689655,0,0.0,1.0,0.403425068,0.02884597,0.216135519,0.124331109
277,0,1,5,0,Sérgio da Silva Pinto,16-10-1980,Central Midfield,0,2013,La Liga_2013/2014,2,0,0,1,0.00939551,18,10,4,0,0,93,23.58983547,0,0,0.0,0,0,33,Midfield,1000000,0,0.0,1237,0.072756669,0.291026677,0.555555556,0,0.0,1.0,0.097041068,-0.165919998,-0.034439465,0.0
568,0,0,0,0,Martin Stranzl,16-06-1980,Centre-Back,0,2015,1. Bundesliga_2015/2016,3,0,0,0,0.0,119,104,3,1,0,89,23.58983547,0,0,0.0,0,0,35,Defender,1000000,0,0.0,164,0.0,2.195121951,0.87394958,0,0.0,1.0,-0.168892618,0.25074249,0.040924936,0.0
1126,0,2,8,0,Matthias Lehmann,28-05-1983,Defensive Midfield,0,2015,1. Bundesliga_2015/2016,32,0,2,14,0.705565864,1363,1116,46,29,5,94,23.58983547,0,0,0.0,0,0,32,Midfield,750000,0,0.0,2934,0.061349693,2.300613497,0.818782098,0,0.0,1.0,0.106904924,0.025051131,0.065978027,0.0
1277,1,4,14,0,Clemens Fritz,07-12-1980,Right-Back,0,2015,1. Bundesliga_2015/2016,29,1,2,25,0.771075267,1035,764,83,21,33,95,23.58983547,0,0,0.0,0,0,35,Defender,750000,0,0.0,2845,0.158172232,3.289982425,0.738164251,0,0.0,1.0,-0.117259937,-0.090117142,-0.103688539,0.0
1331,0,0,0,0,Kevin Kuranyi,02-03-1982,Centre-Forward,0,2015,1. Bundesliga_2015/2016,14,0,0,10,1.994143447,183,105,7,1,5,96,23.58983547,0,0,0.0,0,0,33,Attack,1250000,0,0.0,552,0.0,1.304347826,0.573770492,0,0.0,1.0,-0.161253095,0.128241998,-0.016505549,0.0
1565,12,1,2,0,Alexander Meier,17-01-1983,Second Striker,0,2015,1. Bundesliga_2015/2016,19,12,1,50,6.716222392,483,321,7,9,7,94,23.58983547,0,0,0.0,0,0,32,Attack,3000000,0,0.0,1748,0.669336384,0.823798627,0.664596273,0,0.0,1.0,0.392615947,0.035327328,0.213971638,0.0
1586,2,1,6,0,Christian Schulz,01-04-1983,Centre-Back,0,2015,1. Bundesliga_2015/2016,25,2,0,8,1.08968838,996,821,19,43,2,93,23.58983547,0,0,0.0,0,0,32,Defender,1000000,0,0.0,2303,0.117238385,2.422926617,0.824297189,0,0.0,1.0,-0.237094537,0.136428202,-0.050333167,0.0
1662,0,2,3,0,Sascha Riether,23-03-1983,Right-Back,0,2015,1. Bundesliga_2015/2016,17,0,0,1,0.11036399,813,647,21,17,0,93,23.58983547,0,0,0.0,0,0,32,Defender,1000000,0,0.0,1482,0.12145749,2.307692308,0.795817958,0,0.0,1.0,0.544318192,0.207288114,0.375803153,0.0
1726,1,0,7,0,Heiko Westermann,14-08-1983,Centre-Back,0,2015,La Liga_2015/2016,20,1,0,15,1.432165966,647,499,44,39,5,93,23.58983547,0,0,0.0,0,0,32,Defender,1500000,0,0.0,1634,0.055079559,4.571603427,0.771251932,0,0.0,1.0,0.012916582,0.210706977,0.11181178,0.0
1784,0,1,3,1,René Adler,15-01-1985,Goalkeeper,0,2015,1. Bundesliga_2015/2016,24,0,1,0,0.0,831,434,0,0,1,96,23.58983547,0,0,0.0,0,0,30,Goalkeeper,3000000,0,0.0,2192,0.041058394,0.0,0.522262335,0,0.0,1.0,0.002600621,-0.380765283,-0.189082331,0.0
1986,1,0,6,0,Markus Feulner,12-02-1982,Central Midfield,0,2015,1. Bundesliga_2015/2016,19,1,0,13,0.83952873,441,316,41,9,11,94,23.58983547,0,0,0.0,0,0,33,Midfield,750000,0,0.0,1468,0.061307902,3.065395095,0.716553288,0,0.0,1.0,0.232028155,0.32979405,0.280911103,0.0
2219,0,19,2,0,Philipp Lahm,11-11-1983,Right-Back,0,2012,Champions League_2012/2013,1,0,0,0,0.0,66,52,1,1,0,91,23.58983547,0,0,0.0,0,0,29,Defender,30000000,0,0.0,4109,0.41615965,0.043806279,0.787878788,0,0.0,1.0,0.594897838,0.648057281,0.62147756,0.0
2219,1,1,3,0,Philipp Lahm,11-11-1983,Right-Back,0,2015,1. Bundesliga_2015/2016,26,1,1,10,1.014552289,2127,1924,25,19,10,92,23.58983547,0,0,0.0,0,0,32,Defender,16000000,-14000000,-0.466666667,3917,0.045953536,1.010977789,0.904560414,0,0.0,1.0,0.046491251,0.326519251,0.186505251,-0.434972308
2233,2,3,4,0,Christian Lell,29-08-1984,Right-Back,0,2012,La Liga_2012/2013,1,0,0,0,0.0,23,16,2,1,3,91,23.58983547,0,0,0.0,0,0,28,Defender,1500000,0,0.0,2345,0.191897655,0.115138593,0.695652174,0,0.0,1.0,-0.21313942,0.177303548,-0.017917936,0.0
2514,9,11,10,0,Bastian Schweinsteiger,01-08-1984,Central Midfield,0,2012,Champions League_2012/2013,1,0,0,3,0.174224389,84,69,0,1,0,93,23.58983547,0,0,0.0,0,0,28,Midfield,40000000,0,0.0,3672,0.490196078,0.024509804,0.821428571,0,0.0,1.0,0.254092007,0.336914559,0.295503283,0.0
2514,1,2,5,0,Bastian Schweinsteiger,01-08-1984,Central Midfield,0,2015,Premier League_2015/2016,18,1,0,12,1.378185402,1086,924,42,10,17,96,23.58983547,0,0,9.0,9,0,31,Midfield,12000000,-28000000,-0.7,1849,0.146024878,2.531097891,0.850828729,9,0.254705471,0.975342466,-0.095380847,0.065154289,-0.015113279,-0.310616563
2623,2,1,0,0,Piotr Trochowski,22-03-1984,Attacking Midfield,0,2012,La Liga_2012/2013,1,1,0,1,0.06800434,14,11,0,1,0,37,22.99478633,0,0,0.0,0,0,28,Midfield,3500000,0,0.0,437,0.61784897,0.205949657,0.785714286,0,0.0,1.0,-0.26028355,0.17978808,-0.040247735,0.0
2623,0,1,2,0,Piotr Trochowski,22-03-1984,Attacking Midfield,0,2013,La Liga_2013/2014,2,0,0,1,0.022069193,27,24,1,1,0,92,22.99478633,0,0,0.0,0,0,29,Midfield,3000000,-500000,-0.142857143,1057,0.085146641,0.170293283,0.888888889,0,0.0,1.0,0.567939835,0.00216685,0.285053343,0.325301078
2623,2,1,0,0,Piotr Trochowski,22-03-1984,Attacking Midfield,0,2015,1. Bundesliga_2015/2016,5,0,0,6,0.276811534,77,60,1,1,0,92,22.99478633,0,0,0.0,0,0,31,Midfield,750000,-2250000,-0.75,419,0.644391408,0.429594272,0.779220779,0,0.0,1.0,0.225704283,0.517711148,0.371707716,0.086654373
2865,3,7,13,0,Stephan Lichtsteiner,16-01-1984,Right-Back,0,2014,Champions League_2014/2015,1,0,0,0,0.0,28,26,3,0,0,95,22.99478633,0,0,0.0,0,0,30,Defender,13000000,0,0.0,3986,0.225790266,0.06773708,0.928571429,0,0.0,1.0,-0.169554396,0.029320031,-0.070117182,0.0
2865,2,2,6,0,Stephan Lichtsteiner,16-01-1984,Right-Back,0,2015,Serie A_2015/2016,26,0,1,16,1.224545708,1067,806,25,9,9,95,22.99478633,0,0,0.0,0,0,31,Defender,6000000,-7000000,-0.538461538,2782,0.129403307,1.099928109,0.755388941,0,0.0,1.0,0.08604843,0.151470538,0.118759484,0.188876666
2865,0,1,4,0,Stephan Lichtsteiner,16-01-1984,Right-Back,0,2018,FIFA World Cup_2018,3,0,0,3,0.052927057,152,117,3,3,1,94,22.99478633,0,0,2.066666667,31,0,34,Defender,1500000,-4500000,-0.75,1553,0.05795235,0.347714102,0.769736842,31,0.278365614,0.915068493,0.461064314,0.042091708,0.251578011,0.132818527
2923,4,7,7,0,Andreas Ivanschitz,15-10-1983,Attacking Midfield,0,2013,La Liga_2013/2014,2,0,1,3,0.187591251,30,16,4,3,1,91,25.73708141,0,0,0.0,0,0,30,Midfield,3000000,0,0.0,1887,0.524642289,0.333863275,0.533333333,0,0.0,1.0,-0.135765847,0.119853589,-0.007956129,0.0
2923,1,3,3,0,Andreas Ivanschitz,15-10-1983,Attacking Midfield,0,2014,La Liga_2014/2015,1,0,0,0,0.0,9,6,1,0,0,85,25.73708141,0,0,0.0,0,0,31,Midfield,3000000,0,0.0,1333,0.270067517,0.067516879,0.666666667,0,0.0,1.0,0.067245031,-0.050743075,0.008250978,0.016207107
2926,0,0,8,0,György Garics,08-03-1984,Right-Back,0,2015,1. Bundesliga_2015/2016,21,0,0,3,0.074839823,627,392,30,22,5,95,25.73708141,0,0,0.0,0,0,31,Defender,750000,0,0.0,1885,0.0,2.482758621,0.625199362,0,0.0,1.0,0.470243676,-0.245379383,0.112432146,0.0
2998,3,0,8,0,Robert Huth,18-08-1984,Centre-Back,0,2015,Premier League_2015/2016,35,3,0,30,2.599811442,794,612,37,46,4,98,25.73708141,0,0,0.0,0,0,31,Defender,6000000,0,0.0,3150,0.085714286,2.371428571,0.770780856,0,0.0,1.0,-0.145751854,0.311329519,0.082788833,0.0
3146,0,0,1,0,Shay Given,20-04-1976,Goalkeeper,0,2015,Premier League_2015/2016,3,0,0,0,0.0,67,44,0,0,0,97,25.73708141,0,0,0.0,0,0,39,Goalkeeper,500000,0,0.0,225,0.0,0.0,0.656716418,0,0.0,1.0,0.739263567,0.108772312,0.424017939,0.0
3160,1,1,5,1,John Terry,07-12-1980,Centre-Back,0,2015,Premier League_2015/2016,24,1,0,10,1.154272665,933,853,28,27,1,99,25.73708141,0,0,4.5,45,0,35,Defender,3000000,0,0.0,2509,0.07174173,1.972897569,0.914255091,45,0.293422069,0.876712329,-0.13942339,0.094420704,-0.022501343,0.0
3256,0,1,3,0,Roberto Hilbert,16-10-1984,Right-Back,0,2015,1. Bundesliga_2015/2016,12,0,1,4,0.148391389,467,299,23,15,16,102,23.44053271,0,0,0.0,0,0,31,Defender,2000000,0,0.0,1280,0.0703125,2.671875,0.640256959,0,0.0,1.0,-0.031220261,-0.010536623,-0.020878442,0.0
3291,0,3,9,0,Gareth Barry,23-02-1981,Defensive Midfield,0,2015,Premier League_2015/2016,33,0,0,17,1.075521215,2098,1710,103,39,19,97,23.44053271,0,0,0.0,0,0,34,Midfield,2500000,0,0.0,3013,0.089611683,4.241619648,0.815061964,0,0.0,1.0,-0.050492541,-0.150520942,-0.100506742,0.0
3306,6,3,2,0,Jonathan Walters,20-09-1983,Right Winger,0,2015,Premier League_2015/2016,27,5,2,33,5.530523288,537,343,9,10,16,96,23.58983547,0,0,2.458333333,59,0,32,Attack,3500000,0,0.0,1815,0.446280992,0.94214876,0.638733706,59,0.308478525,0.838356164,-0.152743113,0.036038069,-0.058352522,0.0
3356,0,0,0,0,Sylvain Distin,16-12-1977,Centre-Back,0,2015,Premier League_2015/2016,11,0,0,2,0.16814246,479,394,17,4,3,94,24.98356345,0,0,0.0,0,0,38,Defender,750000,0,0.0,1112,0.0,1.699640288,0.822546973,0,0.0,1.0,0.209245551,0.119308222,0.164276886,0.0
3405,0,0,1,0,Wes Brown,13-10-1979,Centre-Back,0,2015,Premier League_2015/2016,6,0,0,0,0.0,198,153,8,8,1,94,24.98356345,0,0,0.0,0,0,36,Defender,500000,0,0.0,540,0.0,2.666666667,0.772727273,0,0.0,1.0,-0.663630537,0.131478678,-0.266075929,0.0
3455,43,18,3,0,Zlatan Ibrahimović,03-10-1981,Centre-Forward,0,2015,Ligue 1_2015/2016,30,36,13,148,22.6984884,1360,1057,17,7,20,94,24.98356345,0,0,7.24137931,210,1,34,Attack,15000000,0,0.0,3523,1.558330968,0.613113823,0.777205882,210,0.470873148,0.424657534,0.442113913,0.572392316,0.507253115,0.0
3495,0,1,2,0,Dudu Aouate,17-10-1977,Goalkeeper,0,2012,La Liga_2012/2013,1,0,0,0,0.0,29,14,0,0,0,92,25.21860695,0,0,0.0,0,0,35,Goalkeeper,500000,0,0.0,3392,0.026533019,0.0,0.482758621,0,0.0,1.0,0.260328244,-0.060753225,0.099787509,0.0
3507,0,0,0,0,Christian Abbiati,08-07-1977,Goalkeeper,0,2015,Serie A_2015/2016,1,0,0,0,0.0,26,13,0,0,0,94,25.21860695,0,0,0.0,0,0,38,Goalkeeper,500000,0,0.0,551,0.0,0.0,0.5,0,0.0,1.0,0.710896123,0.067132297,0.38901421,0.0
3525,1,1,5,0,Sylvain Armand,01-08-1980,Left-Back,0,2015,Ligue 1_2015/2016,34,1,1,14,2.410862464,1742,1435,57,56,14,94,25.21860695,0,0,0.0,0,0,35,Defender,500000,0,0.0,2991,0.060180542,3.400200602,0.823765786,0,0.0,1.0,0.373267466,0.263592275,0.318429871,0.0
3540,0,0,2,0,John O'Shea,30-04-1981,Centre-Back,0,2015,Premier League_2015/2016,28,0,0,8,0.436195236,611,448,32,31,1,96,25.21860695,0,0,0.0,0,0,34,Defender,1000000,0,0.0,2073,0.0,2.735166425,0.733224223,0,0.0,1.0,0.21294956,0.453485298,0.333217429,0.0
3547,3,3,3,0,Darren Fletcher,01-02-1984,Central Midfield,0,2015,Premier League_2015/2016,38,1,2,23,1.839551207,1516,1151,45,29,39,98,25.21860695,0,0,0.0,0,0,31,Midfield,2000000,0,0.0,3675,0.146938776,1.812244898,0.759234828,0,0.0,1.0,0.080660579,0.301933951,0.191297265,0.0
3548,0,1,4,0,Kieran Richardson,21-10-1984,Left-Back,0,2015,Premier League_2015/2016,11,0,2,7,0.154056552,347,260,19,9,8,95,25.21860695,0,0,0.0,0,0,31,Defender,1500000,0,0.0,903,0.099667774,2.790697674,0.749279539,0,0.0,1.0,0.561102592,0.039339254,0.300220923,0.0
3569,0,1,1,0,Steed Malbranque,06-01-1980,Central Midfield,0,2015,Ligue 1_2015/2016,11,0,1,5,0.397076624,279,227,12,2,1,93,25.21860695,0,0,0.0,0,0,35,Midfield,250000,0,0.0,489,0.18404908,2.576687117,0.813620072,0,0.0,1.0,0.433834389,0.238678946,0.336256667,0.0
3614,0,0,0,0,Tony Hibbert,20-02-1981,Right-Back,0,2015,Premier League_2015/2016,1,0,0,1,0.060018376,19,16,0,3,0,88,25.21860695,0,0,0.0,0,0,34,Defender,500000,0,0.0,45,0.0,6.0,0.842105263,0,0.0,1.0,-0.230567448,0.107345805,-0.061610821,0.0
3620,0,1,0,0,Leon Osman,17-05-1981,Central Midfield,0,2015,Premier League_2015/2016,9,0,0,3,0.246678815,152,124,2,2,1,95,25.21860695,0,0,0.0,0,0,34,Midfield,1000000,0,0.0,259,0.347490347,1.38996139,0.815789474,0,0.0,1.0,0.287609344,0.296533631,0.292071488,0.0
3713,13,4,4,0,Massimo Maccarone,06-09-1979,Centre-Forward,0,2015,Serie A_2015/2016,37,13,5,82,9.149742061,648,439,23,5,16,94,25.21860695,0,0,0.0,0,0,36,Attack,500000,0,0.0,2829,0.540827147,0.890774125,0.677469136,0,0.0,1.0,0.174599895,0.103258915,0.138929405,0.0
3851,1,0,2,0,Jan-Ingwer Callsen-Bracker,23-09-1984,Centre-Back,0,2015,1. Bundesliga_2015/2016,10,1,0,5,0.241297984,346,291,12,7,0,95,22.88818359,0,0,0.0,0,0,31,Defender,2000000,0,0.0,1046,0.086042065,1.634799235,0.841040462,0,0.0,1.0,0.384234738,0.265898557,0.325066647,0.0
3875,15,1,3,0,Jermain Defoe,07-10-1982,Centre-Forward,0,2015,Premier League_2015/2016,33,15,1,88,13.20987567,439,319,22,5,20,95,22.88818359,0,0,0.0,0,0,33,Attack,6000000,0,0.0,2551,0.564484516,0.952567621,0.726651481,0,0.0,1.0,0.274316256,0.033252083,0.153784169,0.0
3878,0,1,6,0,Michael Carrick,28-07-1981,Defensive Midfield,0,2015,Premier League_2015/2016,27,0,0,7,0.305455375,1562,1353,43,37,7,95,20.9370756,0,0,0.0,0,0,34,Midfield,4000000,0,0.0,2922,0.030800821,2.464065708,0.866197183,0,0.0,1.0,0.3446197,-0.025634562,0.159492569,0.0
3881,0,3,1,0,Glen Johnson,23-08-1984,Right-Back,0,2015,Premier League_2015/2016,25,0,3,18,1.032534323,1205,945,46,30,38,94,21.93776919,0,0,3.541666667,85,1,31,Defender,7000000,0,0.0,2215,0.121896163,3.088036117,0.784232365,85,0.336440513,0.767123288,0.489252565,0.257742831,0.373497698,0.0
3950,0,0,0,0,Kevin Nolan,24-06-1982,Attacking Midfield,0,2015,Premier League_2015/2016,2,0,0,0,0.0,14,13,0,0,1,91,22.05029153,0,0,0.0,0,0,33,Midfield,2000000,0,0.0,284,0.0,0.0,0.928571429,0,0.0,1.0,-0.062814028,0.204196885,0.070691429,0.0
3995,0,0,7,1,Gary O'Neil,18-05-1983,Central Midfield,0,2015,Premier League_2015/2016,27,0,0,11,0.685513635,977,734,57,31,22,95,22.05029153,0,0,0.0,0,0,32,Midfield,1000000,0,0.0,1776,0.0,4.459459459,0.751279427,0,0.0,1.0,-0.203515159,-0.423752243,-0.313633701,0.0
4018,1,2,9,0,Daniel Baier,18-05-1984,Defensive Midfield,0,2015,1. Bundesliga_2015/2016,28,1,2,18,0.690021308,1511,1123,49,42,10,95,22.05029153,0,0,0.0,0,0,31,Midfield,3000000,0,0.0,3070,0.087947883,2.667752443,0.743216413,0,0.0,1.0,-0.019084739,-0.254979361,-0.13703205,0.0
4072,1,1,0,0,Peter Crouch,30-01-1981,Centre-Forward,0,2015,Premier League_2015/2016,11,0,1,9,0.582041097,156,91,4,2,1,95,25.46401086,0,0,0.0,0,0,34,Attack,2000000,0,0.0,538,0.334572491,1.003717472,0.583333333,0,0.0,1.0,-0.076776398,0.019133631,-0.028821384,0.0
4192,0,1,0,0,Rafael van der Vaart,11-02-1983,Attacking Midfield,0,2015,La Liga_2015/2016,7,0,0,6,0.339180408,109,74,3,3,0,93,25.46401086,0,0,0.0,0,0,32,Midfield,1000000,0,0.0,298,0.302013423,1.812080537,0.678899083,0,0.0,1.0,0.426177777,0.348675779,0.387426778,0.0
4233,0,0,0,0,Adam Federici,31-01-1985,Goalkeeper,0,2015,Premier League_2015/2016,6,0,0,0,0.0,130,97,0,0,0,94,25.46401086,0,0,52.33333333,157,1,30,Goalkeeper,1000000,0,0.0,765,0.0,0.0,0.746153846,157,0.413873711,0.569863014,0.156557927,0.06687524,0.111716584,0.0
4241,2,0,2,0,Joleon Lescott,16-08-1982,Centre-Back,0,2015,Premier League_2015/2016,32,2,0,11,1.541028678,1043,828,44,36,9,97,23.70584143,0,0,0.0,0,0,33,Defender,2000000,0,0.0,2810,0.06405694,2.56227758,0.793863854,0,0.0,1.0,0.300366134,0.23535351,0.267859822,0.0
4267,0,0,1,0,Tim Howard,06-03-1979,Goalkeeper,0,2015,Premier League_2015/2016,25,0,0,0,0.0,805,554,0,0,1,97,23.70584143,0,0,0.0,0,0,36,Goalkeeper,2000000,0,0.0,2250,0.0,0.0,0.688198758,0,0.0,1.0,0.010541306,0.408066968,0.209304137,0.0
4311,0,0,1,0,Maarten Stekelenburg,22-09-1982,Goalkeeper,0,2015,Premier League_2015/2016,17,0,0,0,0.0,467,289,0,0,0,97,23.70584143,0,0,1.5,30,0,33,Goalkeeper,1000000,0,0.0,1980,0.0,0.0,0.618843683,30,0.277290153,0.917808219,0.300507749,-0.015864312,0.142321719,0.0
4311,0,0,0,0,Maarten Stekelenburg,22-09-1982,Goalkeeper,0,2020,UEFA Euro_2020,4,0,0,0,0.0,141,94,0,0,0,95,23.70584143,0,0,0.0,0,0,38,Goalkeeper,550000,-450000,-0.45,1890,0.0,0.0,0.666666667,0,0.0,1.0,-0.116719396,0.484645308,0.183962956,0.041641237
4321,0,0,0,0,Steven Pienaar,17-03-1982,Left Midfield,0,2015,Premier League_2015/2016,4,0,0,2,0.051837135,80,64,1,4,4,99,22.83737024,0,0,4.8125,77,1,33,Midfield,1500000,0,0.0,257,0.0,1.750972763,0.8,77,0.327836824,0.789041096,0.252311954,0.114299218,0.183305586,0.0
4357,16,6,2,0,Klaas-Jan Huntelaar,12-08-1983,Centre-Forward,0,2015,1. Bundesliga_2015/2016,31,12,3,73,12.66770611,520,386,6,3,10,94,23.42773844,0,0,0.0,0,0,32,Attack,6500000,0,0.0,3166,0.62539482,0.255843335,0.742307692,0,0.0,1.0,0.241496559,0.6145207,0.428008629,0.0
4360,13,13,2,0,Arjen Robben,23-01-1984,Right Winger,0,2012,Champions League_2012/2013,1,1,0,3,1.02968133,40,27,2,0,2,91,23.42773844,0,0,0.0,0,0,28,Attack,22000000,0,0.0,2211,1.05834464,0.081411126,0.675,0,0.0,1.0,0.272009843,0.491087346,0.381548595,0.0
4360,7,3,1,0,Arjen Robben,23-01-1984,Right Winger,0,2015,1. Bundesliga_2015/2016,15,4,1,51,6.069763036,620,495,6,3,19,94,23.42773844,0,0,0.0,0,0,31,Attack,20000000,-2000000,-0.090909091,1498,0.600801068,0.540720961,0.798387097,0,0.0,1.0,0.675859384,0.411613304,0.543736344,0.16218775
4607,0,0,1,0,Roel Brouwers,28-11-1981,Centre-Back,0,2015,1. Bundesliga_2015/2016,8,0,0,1,0.08036541,185,173,2,2,0,94,23.42773844,0,0,0.0,0,0,34,Defender,500000,0,0.0,379,0.0,0.949868074,0.935135135,0,0.0,1.0,-0.034462931,0.027153689,-0.003654621,0.0
4672,0,0,0,1,Nigel de Jong,30-11-1984,Defensive Midfield,0,2015,Serie A_2015/2016,5,0,0,4,0.117891935,184,152,4,3,0,94,23.42773844,0,0,0.0,0,0,31,Midfield,4000000,0,0.0,461,0.0,1.36659436,0.826086957,0,0.0,1.0,-0.134560051,0.150176394,0.007808171,0.0
4687,1,3,2,0,Aaron Hunt,04-09-1986,Attacking Midfield,0,2015,1. Bundesliga_2015/2016,23,1,2,24,1.900835992,870,625,28,7,25,97,23.42773844,0,0,0.0,0,0,29,Midfield,3500000,0,0.0,1739,0.207015526,1.811385854,0.718390805,0,0.0,1.0,0.162635979,-0.109378283,0.026628848,0.0
4691,2,0,13,0,Peter Niemeyer,22-11-1983,Defensive Midfield,0,2015,1. Bundesliga_2015/2016,31,2,0,29,2.91197572,703,394,75,38,2,95,23.42773844,0,0,0.0,0,0,32,Midfield,750000,0,0.0,2839,0.063402607,3.58224727,0.560455192,0,0.0,1.0,-0.389573671,-0.291395634,-0.340484653,0.0
4746,0,0,0,0,David Yelldell,01-10-1981,Goalkeeper,0,2015,1. Bundesliga_2015/2016,1,0,0,0,0.0,20,6,0,0,0,92,23.42773844,0,0,0.0,0,0,34,Goalkeeper,150000,0,0.0,43,0.0,0.0,0.3,0,0.0,1.0,0.340750659,-0.111978871,0.114385894,0.0
5017,0,0,4,1,Niklas Moisander,29-09-1985,Centre-Back,0,2015,Serie A_2015/2016,22,0,0,2,0.098550015,863,737,29,19,5,95,23.42773844,0,0,0.0,0,0,30,Defender,3000000,0,0.0,1866,0.0,2.31511254,0.853997683,0,0.0,1.0,0.057138917,-0.077396379,-0.010128731,0.0
5023,0,0,0,0,Gianluigi Buffon,28-01-1978,Goalkeeper,0,2014,Champions League_2014/2015,1,0,0,0,0.0,31,21,0,0,0,96,23.42773844,0,0,0.0,0,0,36,Goalkeeper,2000000,0,0.0,4260,0.0,0.0,0.677419355,0,0.0,1.0,0.304280484,-0.040995967,0.131642259,0.0
5023,0,0,1,0,Gianluigi Buffon,28-01-1978,Goalkeeper,0,2015,Serie A_2015/2016,35,0,0,0,0.0,888,721,0,0,0,95,23.42773844,0,0,0.0,0,0,37,Goalkeeper,2000000,0,0.0,3990,0.0,0.0,0.811936937,0,0.0,1.0,0.099927661,0.456882337,0.278404999,0.14676274
5023,0,0,0,0,Gianluigi Buffon,28-01-1978,Goalkeeper,0,2016,Champions League_2016/2017,1,0,0,0,0.0,24,21,0,0,0,93,23.42773844,0,0,0.0,0,0,38,Goalkeeper,2000000,0,0.0,3855,0.0,0.0,0.875,0,0.0,1.0,0.27690018,0.349637083,0.313268632,0.034863633
5072,0,0,0,0,Thomas Kessler,20-01-1986,Goalkeeper,0,2015,1. Bundesliga_2015/2016,1,0,0,0,0.0,27,16,0,0,1,89,23.42773844,0,0,0.0,0,0,29,Goalkeeper,400000,0,0.0,90,0.0,0.0,0.592592593,0,0.0,1.0,-0.294633161,0.081457138,-0.106588012,0.0
5278,0,0,0,0,Alexander Manninger,04-06-1977,Goalkeeper,0,2015,1. Bundesliga_2015/2016,2,0,0,0,0.0,36,25,0,0,0,92,23.42773844,0,0,0.0,0,0,38,Goalkeeper,200000,0,0.0,93,0.0,0.0,0.694444444,0,0.0,1.0,-0.12147748,0.159635912,0.019079216,0.0
5285,1,4,5,0,Patrice Evra,15-05-1981,Left-Back,0,2014,Champions League_2014/2015,1,0,0,1,0.06086964,28,22,4,0,0,88,23.42773844,0,0,0.0,0,0,33,Defender,2000000,0,0.0,3025,0.148760331,0.119008264,0.785714286,0,0.0,1.0,0.183436447,0.082483895,0.132960171,0.0
5285,2,3,7,0,Patrice Evra,15-05-1981,Left-Back,0,2015,Serie A_2015/2016,26,2,3,17,1.512994832,1324,1093,61,23,7,95,23.42773844,0,0,0.0,0,0,34,Defender,1000000,-1000000,-0.5,2779,0.161928751,2.720403023,0.825528701,0,0.0,1.0,0.49894978,0.151380383,0.325165081,0.19220491
5293,2,1,3,0,Sébastien Squillaci,11-08-1980,Centre-Back,0,2015,Ligue 1_2015/2016,30,2,1,11,1.384402761,836,690,46,22,1,95,23.42773844,0,0,0.0,0,0,35,Defender,500000,0,0.0,2667,0.101237345,2.294713161,0.825358852,0,0.0,1.0,-0.096120168,0.08152633,-0.007296919,0.0
5303,7,6,1,0,Souleymane Camara,22-12-1982,Right Winger,0,2015,Ligue 1_2015/2016,33,7,6,47,6.786569986,595,415,25,11,11,95,23.42773844,0,0,0.0,0,0,33,Attack,500000,0,0.0,2009,0.582379293,1.612742658,0.697478992,0,0.0,1.0,0.0013434,0.660066032,0.330704716,0.0
5308,0,0,1,0,Cédric Carrasso,30-12-1981,Goalkeeper,0,2015,Ligue 1_2015/2016,20,0,0,0,0.0,581,350,0,0,0,97,23.42773844,0,0,0.0,0,0,34,Goalkeeper,2000000,0,0.0,2346,0.0,0.0,0.602409639,0,0.0,1.0,0.505884749,-0.149923638,0.177980556,0.0
5338,0,0,2,0,Rémy Vercoutre,26-06-1980,Goalkeeper,0,2015,Ligue 1_2015/2016,38,0,0,0,0.0,1042,579,0,0,1,94,23.42773844,0,0,0.0,0,0,35,Goalkeeper,500000,0,0.0,3420,0.0,0.0,0.555662188,0,0.0,1.0,0.207876291,0.292060686,0.249968488,0.0
